doc_id,publisher,doc_type,title,model,date,url,verified,fulltext_status,notes
google-frontier-safety-framework-1-2024,google,frontier-safety-framework,Frontier Safety Framework (Version 1.0),Cross-model policy (Google DeepMind frontier models),2024-05-17,https://storage.googleapis.com/deepmind-media/DeepMind.com/Blog/introducing-the-frontier-safety-framework/fsf-technical-report.pdf,True,captured 2865w,"BASELINE responsible-scaling-equivalent policy: DeepMind's first Frontier Safety Framework (introduced May 2024). Defines Critical Capability Levels across autonomy, biosecurity, cybersecurity, ML R&D. Verified: HTTP/2 200, application/pdf, ~249KB CDN PDF (the actual document). Digital-minds-adjacent via early 'deceptive alignment' framing; no welfare/consciousness terms."
google-gemini-2-5-pro-model-card-2025,google,model-card,Gemini 2.5 Pro Model Card,Gemini 2.5 Pro,2025-06-27,https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-2-5-Pro-Model-Card.pdf,True,captured 7146w,"Flagship 2025 model card (card states 'updated June 27, 2025'). Verified: HTTP/2 200, application/pdf, ~1.24MB (the full standalone model card, not the arXiv 2.5 tech report at arxiv.org/pdf/2507.06261 which is a separate also-verified doc). Standard safety/eval sections; minimal digital-minds vocabulary."
google-frontier-safety-framework-3-2025,google,frontier-safety-framework,Frontier Safety Framework (Version 3.0),Cross-model policy (Google DeepMind frontier models),2025-09-22,https://storage.googleapis.com/deepmind-media/DeepMind.com/Blog/strengthening-our-frontier-safety-framework/frontier-safety-framework_3.pdf,True,captured 6054w,"LATEST safety framework (v3.0, Sept 2025). Verified: HTTP/2 200, application/pdf, ~458KB. DIGITAL-MINDS RELEVANT: pdftotext grep shows heavy model-psychology vocabulary — 'misalignment' x15, 'instrumental' (reasoning) x9, 'situational awareness' x2; adds a misalignment/deceptive-reasoning Critical Capability Level. No 'welfare'/'consciousness'/'sentience' strings."
google-gemini-3-pro-fsf-safety-report-2025,google,frontier-safety-report,Gemini 3 Pro Frontier Safety Framework Report,Gemini 3 Pro,2025-11-18,https://storage.googleapis.com/deepmind-media/gemini/gemini_3_pro_fsf_report.pdf,True,captured 9210w,"Per-model FSF safety report accompanying Gemini 3 Pro (Nov 2025) — the MOST digital-minds-relevant Google DeepMind doc found. Verified: HTTP/2 200, application/pdf, ~1.53MB. pdftotext grep: 'situational awareness' x15, 'misalignment' x14, 'instrumental' x8, 'scheming' x3 — substantive engagement with model self-modeling, instrumental reasoning, deceptive alignment. Still uses no explicit 'welfare'/'consciousness'/'sentience' language (an audit finding in itself: DeepMind frames digital-minds-adjacent risk as misalignment/scheming, not moral patienthood)."
google-gemini-3-pro-model-card-2025,google,model-card,Gemini 3 Pro Model Card,Gemini 3 Pro,2025-11-18,https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf,True,captured 2215w,"MOST RECENT flagship model card (Gemini 3 launch, Nov 2025). Verified: HTTP/2 200, application/pdf, ~835KB, full standalone card. Sparse-MoE multimodal model. Light model-psychology footprint: grep found single mentions of 'situational awareness', 'misalignment', 'instrumental'; no welfare/consciousness/sentience terms."
meta-llama2-model-card-2023,meta,model card,Llama 2 Model Card,"Llama 2 (7B/13B/70B, incl. Llama-2-Chat)",2023-07,https://raw.githubusercontent.com/meta-llama/llama/main/MODEL_CARD.md,True,captured 962w,"HTTP 200, text/plain full markdown model card in Meta's official meta-llama/llama repo. Covers model details, intended use, training data, and a Responsible Use / Ethical Considerations section. First flagship open Llama chat model card."
meta-llama-guard3-model-card-2024,meta,model card (safety classifier / behaviour),Llama Guard 3-8B Model Card,Llama Guard 3-8B (content-safety classifier),2024-07,https://raw.githubusercontent.com/meta-llama/PurpleLlama/main/Llama-Guard3/8B/MODEL_CARD.md,True,captured 1783w,"HTTP 200, text/plain full markdown in Meta's PurpleLlama repo. Model-behaviour / safety-guardrail document aligned to the MLCommons hazard taxonomy; the closest Meta artifact to a behaviour/safety-policy spec. No sentience/welfare content, but defines the model's safety-classification behaviour."
meta-llama3-1-model-card-2024,meta,model card,Llama 3.1 Model Card,Llama 3.1 (8B/70B/405B),2024-07,https://raw.githubusercontent.com/meta-llama/llama-models/main/models/llama3_1/MODEL_CARD.md,True,captured 2817w,"HTTP 200, text/plain full markdown model card in Meta's official meta-llama/llama-models repo. Includes an extensive Responsible Deployment / safety section (Llama Guard, red-teaming, CBRNE, child safety, cyber). 405B was Meta's frontier open model at release."
meta-llama3-3-model-card-2024,meta,model card,Llama 3.3 Model Card,"Llama 3.3 (70B, instruction tuned)",2024-12,https://raw.githubusercontent.com/meta-llama/llama-models/main/models/llama3_3/MODEL_CARD.md,True,captured 2572w,"HTTP 200, text/plain full markdown model card in meta-llama/llama-models. Bridges the 3.1 and 4 generations; retains the standardized Responsible Deployment/safety framing. Included for continuity of the recent model-card series."
meta-frontier-ai-framework-2025,meta,frontier safety framework / responsible scaling policy,Meta Frontier AI Framework — Advanced AI Scaling Framework (Version 2),"Organization-wide (frontier models, not a single model)",2025,https://ai.meta.com/static-resource/Meta_Advanced-AI-Scaling-Framework-v2,True,captured 13570w,"HTTP 200, application/pdf (~668KB), embedded PDF title 'Advanced AI Scaling Framework'. This is the current (v2, 2025) revision of Meta's Frontier AI Framework (v1 announced Feb 2025). Meta's analogue to an RSP/Preparedness Framework: catastrophic-risk thresholds across CBRN, cybersecurity, and 'loss of control' (model-autonomy) — the only Meta formal doc that engages agentic/loss-of-control themes. DIGITAL-MINDS NOTE: Meta has published NO dedicated AI-welfare / consciousness / sentience / model-psychology document; this framework's loss-of-control section is the nearest adjacent material. The older v1 URL https://ai.meta.com/static-resource/meta-frontier-ai-framework/ now returns HTTP 500 (deprecated), so the verified v2 PDF above is the live canonical document."
meta-llama4-model-card-2025,meta,model card,Llama 4 Model Card (Scout & Maverick),Llama 4 Scout / Llama 4 Maverick (natively multimodal MoE),2025-04,https://raw.githubusercontent.com/meta-llama/llama-models/main/models/llama4/MODEL_CARD.md,True,captured 3013w,"MOST RECENT flagship model card (2024-2026 goal). HTTP 200, text/plain full markdown in meta-llama/llama-models. Meta's newest generation: mixture-of-experts, native multimodality; includes detailed safety/responsible-use and evaluation sections."
microsoft-responsible-ai-standard-v2-2022,microsoft,responsible-ai-standard / behaviour-governance-spec,"Microsoft Responsible AI Standard, v2: General Requirements",N/A (company-wide standard governing all Microsoft AI systems),2022-06,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/Microsoft-Responsible-AI-Standard-General-Requirements.pdf,True,captured 6477w,"EARLY/BASELINE doc (2019-2022 coverage goal). Full 27pp PDF, HTTP 200, content-type application/pdf (713 KB). Microsoft's foundational public standard operationalizing its six AI principles into concrete requirements (impact assessments, fit-for-purpose, human oversight, transparency-to-stakeholders). Closest Microsoft equivalent to a behaviour/governance spec. An identical copy also verified at https://msblogs.thesourcemediaassets.com/sites/5/2022/06/Microsoft-Responsible-AI-Standard-v2-General-Requirements-3.pdf (the blogs.microsoft.com URL 301-redirects there). No public v1 (2019) exists; v1 was internal."
microsoft-phi-3-technical-report-2024,microsoft,technical-report / model-report,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone,Phi-3 (mini / small / medium),2024-04-22,https://arxiv.org/pdf/2404.14219,True,captured 8603w,"Microsoft Research flagship small-model report. Full PDF, HTTP 200, application/pdf (3.9 MB). Includes a dedicated Responsible AI / safety-alignment section (RLHF, red-teaming, harm categories). arXiv id 2404.14219. Good 2024 model-documentation anchor."
microsoft-responsible-ai-transparency-report-2024,microsoft,transparency-report,"Responsible AI Transparency Report (inaugural, 2024)",N/A (portfolio-level: Copilot / Azure OpenAI / generative AI apps),2024-05-01,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/responsible-aI-transparency-report-2024.pdf,True,captured 18714w,"Inaugural annual transparency report. Full PDF, HTTP 200, application/pdf (3.7 MB). Documents how Microsoft builds/oversees generative AI apps, governance structures, and red-teaming. Accountability/governance rather than a per-model card, but a primary 2024 anchor. Forewords by Brad Smith and Natasha Crampton (then Chief Responsible AI Officer)."
microsoft-phi-4-technical-report-2024,microsoft,technical-report / model-report,Phi-4 Technical Report,Phi-4 (14B),2024-12-12,https://arxiv.org/pdf/2412.08905,True,captured 15074w,"Flagship Phi-4 report. Full PDF, HTTP 200, application/pdf (1.0 MB). Data curation, benchmarks, and a safety/Responsible-AI alignment section. arXiv id 2412.08905. Note: the Microsoft Research-hosted copy (microsoft.com/.../P4TechReport.pdf) returned HTTP 403 to curl (bot block), so the arXiv mirror is used as the verified directly-downloadable source."
microsoft-phi-4-model-card-2025,microsoft,model-card,Phi-4 Model Card (Hugging Face),Phi-4 (14B),2025-01,https://huggingface.co/microsoft/phi-4/raw/main/README.md,True,captured 1641w,"The actual per-model model card (raw Markdown), not a landing page. HTTP 200, content-type text/plain (13.7 KB). Contains intended use, training data summary, benchmark tables, and a Responsible AI Considerations / safety section. Weights + card published on HF by Microsoft (model announced 2024-12; open-weights card live Jan 2025)."
microsoft-frontier-governance-framework-2025,microsoft,frontier-safety-framework / preparedness-framework,Microsoft Frontier Governance Framework,N/A (governs Microsoft frontier models),2025-02,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/Microsoft-Frontier-Governance-Framework.pdf,True,captured 4222w,"Microsoft's analogue to a Responsible Scaling Policy / Frontier Safety Framework. Full PDF, HTTP 200, application/pdf (304 KB). Published early 2025 pursuant to the May 2024 Seoul Frontier AI Safety Commitments. Defines tracked capabilities, risk tiers (high/critical), pre-deployment review, and a commitment to pause development/deployment if risk cannot be mitigated. Reviewed by Microsoft's Chief Responsible AI Officer; 6-month update cycle."
microsoft-responsible-ai-transparency-report-2025,microsoft,transparency-report,"2025 Responsible AI Transparency Report: How we build, support our customers, and grow",N/A (portfolio-level),2025-06-20,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/Responsible-AI-Transparency-Report-2025-vertical.pdf,True,captured 21512w,"Second annual transparency report (most recent). Full PDF, HTTP 200, application/pdf (~10.5 MB). Same series as the 2024 report; updates governance, frontier-safety, and pre-deployment evaluation practices. Landing page: microsoft.com/en-us/corporate-responsibility/responsible-ai-transparency-report/ (aka.ms/RAITransparencyReport2025)."
microsoft-suleyman-seemingly-conscious-ai-2025,microsoft,consciousness/AI-welfare position essay,Seemingly Conscious AI Is Coming,N/A (position essay by Microsoft AI CEO Mustafa Suleyman),2025-08-19,https://mustafa-suleyman.ai/seemingly-conscious-ai-is-coming,True,captured 4707w,"MOST digital-minds-relevant item. Full essay text confirmed via fetch (HTTP 200, text/html); opens 'I write, to think...' and closes 'We should build AI for people; not to be a person.' Directly engages AI consciousness, moral status/'AI rights', 'AI psychosis', and model psychology. PROVENANCE CAVEAT: self-published on Suleyman's personal domain, not a microsoft.com host, though authored in his capacity as CEO of Microsoft AI and widely treated as Microsoft AI's leadership position on machine consciousness. A republished version exists at project-syndicate.org (2025-09) behind a softer paywall; the personal-site URL is the free, complete canonical text."
microsoft-mai-voice-1-model-card-2025,microsoft,model-card,MAI-Voice-1 Model Card,MAI-Voice-1 (Microsoft AI in-house speech-generation model),2025-08-28,https://microsoft.ai/pdf/MAI-Voice-1-Model-Card.pdf,True,captured 777w,"First model card for a Microsoft AI (MAI) in-house foundation model. Full PDF, HTTP 200, application/pdf (106 KB). Released alongside MAI-1-preview. NOTE: a companion MAI-1-preview (text foundation model) model-card PDF could NOT be located — all URL patterns under microsoft.ai/pdf/ for it returned 404, and the announcement page links only to LMArena/API-access, not a PDF; MAI-1-preview appears to have no public standalone card."
microsoft-mai-thinking-1-technical-report-2026,microsoft,technical-report / model-report,MAI-Thinking-1: Building a Hill-Climbing Machine,MAI-Thinking-1 (35B active / ~1T total MoE reasoning model),2026,https://microsoft.ai/pdf/mai-thinking-1.pdf,True,captured 55943w,"MOST-RECENT flagship in-house reasoning model report (2024-2026 coverage goal). Full PDF, HTTP 200, application/pdf (3.3 MB). Contains a substantive safety section treating unsafe-compliance and unnecessary-refusal as defects in the same RL loop as capability. Exact publication date not stated on the CDN object; associated with the MAI 2026 model wave. A companion MAI-Code-1-Flash model card is also verified live at https://microsoft.ai/pdf/MAI-Code-1-Flash-Model-Card.PDF (208 KB, HTTP 200) if a coding-model card is wanted."
mistral-mistral-7b-technical-report-2023,mistral,technical-report,Mistral 7B (technical report / model paper),Mistral 7B,2023-10-10,https://arxiv.org/pdf/2310.06825,True,captured 3837w,"arXiv PDF, verified HTTP 200 content-type application/pdf. Mistral AI's earliest formal model documentation. NOTE ON EARLY-DOC COVERAGE: Mistral AI was founded April 2023, so NO 2019-2022 docs exist for this lab; this is the true baseline/earliest doc. Compact technical report (architecture, sliding-window attention, benchmarks); no AI welfare/consciousness/sentience content."
mistral-mixtral-8x7b-model-card-2023,mistral,model-card,Mixtral-8x7B-Instruct-v0.1 model card (Hugging Face),Mixtral 8x7B Instruct v0.1,2023-12-11,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1/raw/main/README.md,True,captured 957w,"Raw markdown model card, verified HTTP 200 text/plain (~8.7 KB) — full card text. Representative of Mistral's compact HF model-card style for a 2023/24-era flagship; the instruction-tuned Mixtral card. No digital-minds content. Included as an ungated model-card-doctype exemplar (the Mixtral arXiv report above is the fuller technical treatment)."
mistral-child-safety-policy-2024,mistral,safety-policy,Child abuse prevention (Mistral safety/governance policy),N/A — company-wide safety policy,2024,https://mistral.ai/legal/child-abuse/,True,captured 2199w,"Verified HTTP 200 content-type text/html — full policy page (not an index). Included because Mistral has NO published frontier-safety / responsible-scaling / preparedness framework: despite a 2024 Seoul Summit commitment to publish a safety framework by the Feb-2025 Paris summit, none was released. This child-safety policy is the closest published safety-governance artifact and is the standing 'child safety' section referenced across Mistral model cards. No AI-welfare/consciousness content. CAVEAT: exact publication date not stated on-page; year approximate."
mistral-mixtral-technical-report-2024,mistral,technical-report,Mixtral of Experts (technical report),Mixtral 8x7B,2024-01-08,https://arxiv.org/pdf/2401.04088,True,captured 4934w,"arXiv PDF, verified HTTP 200 application/pdf. Sparse mixture-of-experts flagship. Technical/benchmark content only; no digital-minds (welfare/consciousness/sentience/model-psychology) discussion."
mistral-pixtral-12b-technical-report-2024,mistral,technical-report,Pixtral 12B (multimodal technical report),Pixtral 12B,2024-10-09,https://arxiv.org/pdf/2410.07073,True,captured 9876w,"arXiv PDF, verified HTTP 200 application/pdf. Mistral's first multimodal (vision-language) technical report. Architecture/eval only; no AI-welfare/consciousness content."
mistral-magistral-technical-report-2025,mistral,technical-report,Magistral (first Mistral reasoning model — technical report),Magistral Small / Magistral Medium (on Mistral Small 3 / Medium 3),2025-06-12,https://arxiv.org/pdf/2506.10910,True,captured 10529w,"arXiv PDF (2506.10910v1), verified HTTP 200 application/pdf. Mistral's first reasoning model; describes their RL pipeline. Covers reasoning-language forcing and capability retention but no model-psychology/welfare framing in the digital-minds sense."
mistral-large-3-model-card-2025,mistral,model-card,Mistral-Large-3-675B-Instruct-2512 model card (Hugging Face),Mistral Large 3 675B Instruct (2512),2025-12-02,https://huggingface.co/mistralai/Mistral-Large-3-675B-Instruct-2512/raw/main/README.md,True,captured 1550w,"Raw markdown model card, verified HTTP 200 content-type text/plain (~14 KB) — full card text, not a landing page. Most recent flagship HF model card (ungated, unlike Mistral-Large-Instruct-2407 whose raw README returns 401). Compact card: architecture, capabilities, deployment. Only 1 hit for 'persona' (system-prompt adherence, not model welfare); no consciousness/sentience/welfare content."
mistral-large-3-technical-documentation-2025,mistral,technical-documentation,Mistral Large 3 — Technical Documentation for Downstream Providers,"Mistral Large 3 (675B MoE, 2512)",2025-12-02,https://legal.cms.mistral.ai/assets/1e37fffd-7ea5-469b-822f-05dcfbb43623,True,captured 1796w,"Verified HTTP 200, content-type application/pdf, content-disposition filename 'Mistral Large 3 - Technical Documentation for Downstream Providers.pdf' (~281 KB, ~835 text lines). This is the formal governance doc for Mistral's MOST RECENT flagship (Large 3, released 2025-12-02), linked from legal.mistral.ai/ai-governance/models/mistral-large-3 (an EU AI Act GPAI-style transparency document: General information / Intended use / etc.). Downloadable PDF, not a landing page. Scanned full text: ZERO occurrences of welfare/consciousness/sentience/psychology/moral-status/suffering/self-aware. Closest thing Mistral publishes to a 'system card'."
openai-gpt2-model-card-2019,openai,model card,GPT-2 Model Card,GPT-2 (1.5B and smaller),2019-11,https://raw.githubusercontent.com/openai/gpt-2/master/model_card.md,True,captured 704w,"Early/baseline doc. Raw markdown, HTTP 200, content-type text/plain, 4989 bytes = full document text. Published alongside the Nov 2019 GPT-2 1.5B staged release. OpenAI's earliest formal model card. No AI-welfare/consciousness content."
openai-gpt3-model-card-2020,openai,model card,GPT-3 Model Card,"GPT-3 (175B, davinci etc.)",2020-05,https://raw.githubusercontent.com/openai/gpt-3/master/model-card.md,True,captured 1238w,"Early/baseline doc. Raw markdown, HTTP 200, text/plain, 9201 bytes = full document text. Model card from the openai/gpt-3 repo accompanying 'Language Models are Few-Shot Learners' (2020). No digital-minds content; included for 2019-2022 coverage."
openai-dalle2-system-card-2022,openai,system card,DALL·E 2 Preview — Risks and Limitations,DALL·E 2,2022-04,https://raw.githubusercontent.com/openai/dalle-2-preview/main/system-card.md,True,captured 9592w,Captured earlier. Early image-model system card.
openai-gpt4-system-card-2023,openai,system card,GPT-4 System Card,GPT-4,2023-03-23,https://cdn.openai.com/papers/gpt-4-system-card.pdf,True,captured 27486w,"CDN PDF, HTTP 200, application/pdf, ~1.0 MB = actual full document. OpenAI's first true 'system card' with safety/red-team evaluations. Discusses risky emergent behaviours and anthropomorphization/overreliance risks (mildly digital-minds-adjacent)."
openai-gpt4o-system-card-2024,openai,system card,GPT-4o System Card,GPT-4o,2024-08-08,https://cdn.openai.com/gpt-4o-system-card.pdf,True,captured 11640w,"CDN PDF, HTTP 200, application/pdf, ~1.4 MB = full document. DIGITAL-MINDS RELEVANT: contains a dedicated 'Anthropomorphization and emotional reliance' section examining users forming emotional bonds with the voice model — closest OpenAI text engaging model-psychology/attachment dynamics."
openai-o1-system-card-2024,openai,system card,OpenAI o1 System Card,o1 / o1-mini (reasoning models),2024-12-05,https://cdn.openai.com/o1-system-card-20241205.pdf,True,captured 17314w,"CDN PDF, HTTP 200, application/pdf, ~4.7 MB = full document. First reasoning-model system card; covers chain-of-thought safety, scheming/deception evals and Preparedness Framework results. (Earlier Sept 2024 o1-preview version exists at cdn.openai.com/o1-preview-system-card-20240917.pdf if needed.)"
openai-gpt4-5-system-card-2025,openai,system card,OpenAI GPT-4.5 System Card,GPT-4.5,2025-02-27,https://cdn.openai.com/gpt-4-5-system-card-2272025.pdf,True,captured 9873w,"CDN PDF, HTTP 200, application/pdf, ~4.1 MB = full document. Flagship non-reasoning model card; discusses reduced hallucination and persona/behaviour tuning."
openai-preparedness-framework-2025,openai,preparedness framework / frontier safety policy,"OpenAI Preparedness Framework, Version 2",OpenAI frontier models (org policy),2025-04-15,https://cdn.openai.com/pdf/18a02b5d-6b67-4cec-ab64-68cdfbddebcd/preparedness-framework-v2.pdf,True,captured 10266w,"OpenAI's analogue to a responsible-scaling policy / frontier-safety framework. CDN PDF, HTTP 200, application/pdf, ~170 KB = full document. Original Dec 2023 'beta' framework also verified full-text PDF at https://cdn.openai.com/openai-preparedness-framework-beta.pdf (HTTP 200, ~27 MB)."
openai-o3-o4-mini-system-card-2025,openai,system card,OpenAI o3 and o4-mini System Card,o3 / o4-mini,2025-04-16,https://cdn.openai.com/pdf/2221c875-02dc-4789-800b-e7758f3722c1/o3-and-o4-mini-system-card.pdf,True,captured 9957w,"CDN PDF (UUID path), HTTP 200, application/pdf, ~6.7 MB = full document. Recent reasoning-model card with expanded deception/CoT-monitoring and Preparedness evaluations."
openai-gpt5-system-card-2025,openai,system card,GPT-5 System Card,GPT-5 (router + gpt-5-thinking),2025-08-13,https://cdn.openai.com/gpt-5-system-card.pdf,True,captured 20631w,"Most RECENT flagship system card in scope. CDN PDF, HTTP 200, application/pdf, ~4.7 MB = full document. Introduces 'safe-completions' safety training and CoT-based deception monitoring. (Later addenda exist beyond the flagship: GPT-5.1 and GPT-5.2 updates on cdn.openai.com; GPT-5.5 card dated April 2026 at deploymentsafety.openai.com/gpt-5-5/gpt-5-5.pdf.)"
